OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod,OrderStatus,City,Country,SellerID
ORD0008170,2022-08-02,CUST038724,Aditya Singh,P00035,Desk Plant,Home & Kitchen,Apex,1,480.26,0.0,512.02,UPI,Delivered,Seattle,United Kingdom,SELL01295
ORD0085242,2023-06-08,CUST000004,Priya Sharma,P00041,Webcam Full HD,Home & Kitchen,HomeEase,2,178.42,0.3,256.96,UPI,Delivered,Houston,United States,SELL00627
ORD0015288,2023-09-14,CUST022121,Anjali Kapoor,P00010,Smartwatch,Toys & Games,ReadMore,4,89.74,0.0,425.59,Credit Card,Delivered,Jacksonville,India,SELL00229
ORD0023862,2023-08-16,CUST024906,Vivaan Mehta,P00045,Phone Tripod,Electronics,UrbanStyle,1,302.2,0.0,349.11,UPI,Shipped,New York,India,SELL01294
ORD0064477,2020-10-11,CUST013884,Karan Mehta,P00005,Laptop Sleeve,Books,KiddoFun,1,201.71,0.05,224.54,UPI,Delivered,Charlotte,India,SELL01200
ORD0087692,2022-03-01,CUST049455,Vikas Patel,P00007,Mechanical Keyboard,Clothing,HomeEase,3,254.75,0.05,826.03,Credit Card,Shipped,Jacksonville,United States,SELL00507
ORD0092371,2023-03-25,CUST009813,Sahil Gupta,P00021,Backpack,Books,UrbanStyle,3,135.96,0.0,433.98,UPI,Shipped,San Jose,India,SELL00716
ORD0068263,2020-07-18,CUST020289,Ritika Joshi,P00023,Cookware Set,Toys & Games,Zenith,1,434.88,0.2,370.05,Debit Card,Delivered,Dallas,United States,SELL01418
ORD0082700,2024-03-03,CUST018933,Pooja Kumar,P00021,Backpack,Books,ReadMore,4,141.04,0.05,536.51,Net Banking,Delivered,Indianapolis,United States,SELL00324
ORD0031448,2023-09-06,CUST049609,Rohit Verma,P00036,Smart Light Bulb,Books,Apex,2,479.49,0.0,970.58,Cash on Delivery,Delivered,New York,United States,SELL00094
ORD0004780,2023-11-02,CUST020914,Pooja Kumar,P00038,External HDD 2TB,Books,CoreTech,3,9.03,0.0,35.84,Credit Card,Delivered,San Diego,India,SELL00158
ORD0077056,2023-09-07,CUST018488,Aarav Gupta,P00015,Instant Pot,Home & Kitchen,FitLife,4,131.2,0.0,590.42,Debit Card,Shipped,Chicago,India,SELL01271
ORD0091444,2020-05-13,CUST044369,Simran Kapoor,P00004,USB-C Charger,Books,NexPro,2,331.34,0.05,756.05,Credit Card,Delivered,Houston,United States,SELL00492
ORD0051450,2024-09-06,CUST016413,Priya Kumar,P00014,Drone Mini,Books,HomeEase,4,469.29,0.05,2011.47,Net Banking,Delivered,San Antonio,United States,SELL00296
ORD0092036,2023-05-05,CUST020890,Arjun Kumar,P00025,Running Shoes,Toys & Games,NexPro,5,97.52,0.1,477.89,Credit Card,Shipped,Charlotte,United Kingdom,SELL00056
ORD0006651,2023-05-03,CUST012066,Vikas Reddy,P00031,Kids Toy Car,Toys & Games,UrbanStyle,3,280.18,0.1,821.21,Credit Card,Delivered,San Antonio,India,SELL00244
ORD0072764,2022-08-26,CUST037293,Karan Sharma,P00001,Wireless Earbuds,Home & Kitchen,HomeEase,2,440.05,0.0,927.33,Credit Card,Shipped,Indianapolis,United States,SELL01657
ORD0009764,2024-03-28,CUST001119,Aarav Kapoor,P00048,Wireless Charger,Toys & Games,ReadMore,2,210.06,0.25,340.88,Amazon Pay,Delivered,Indianapolis,United States,SELL00944
ORD0086313,2024-04-16,CUST014013,Arjun Singh,P00020,Office Chair,Electronics,NexPro,1,359.19,0.0,386.72,Amazon Pay,Delivered,San Francisco,India,SELL01730
ORD0021599,2020-02-25,CUST028486,Karan Joshi,P00016,Air Fryer,Sports & Outdoors,ReadMore,1,315.07,0.25,238.71,Credit Card,Delivered,Columbus,United States,SELL01401
ORD0042159,2021-12-01,CUST000795,Priya Patel,P00015,Instant Pot,Toys & Games,NexPro,1,6.12,0.0,13.82,Cash on Delivery,Delivered,San Jose,United Kingdom,SELL01549
ORD0015393,2022-02-01,CUST019849,Aman Patel,P00029,T-Shirt,Books,UrbanStyle,3,314.89,0.0,1003.23,Debit Card,Delivered,San Antonio,United States,SELL01086
ORD0066782,2020-08-29,CUST040378,Karan Singh,P00035,Desk Plant,Sports & Outdoors,Zenith,2,119.29,0.1,245.42,Cash on Delivery,Delivered,Seattle,United States,SELL01175
ORD0074253,2022-08-07,CUST023297,Simran Kapoor,P00016,Air Fryer,Toys & Games,Zenith,3,240.57,0.0,783.25,Credit Card,Delivered,Dallas,United States,SELL01077
ORD0001092,2022-03-04,CUST031871,Aman Kapoor,P00016,Air Fryer,Clothing,Zenith,2,421.58,0.1,830.35,Debit Card,Delivered,Dallas,United States,SELL00908
ORD0020597,2020-06-26,CUST047134,Sneha Mehta,P00038,External HDD 2TB,Books,CoreTech,5,169.65,0.15,761.89,Credit Card,Delivered,San Antonio,United States,SELL01009
ORD0017455,2023-07-20,CUST044023,Rohit Mehta,P00030,Dress Shirt,Electronics,Apex,3,199.93,0.1,575.27,Amazon Pay,Delivered,San Francisco,United States,SELL01848
ORD0098352,2020-09-14,CUST026908,Vikas Patel,P00033,Puzzle 1000pc,Books,UrbanStyle,4,297.32,0.0,1294.79,Credit Card,Delivered,New York,United States,SELL01191
ORD0004976,2023-10-09,CUST030587,Vikas Singh,P00044,Power Bank 20000mAh,Home & Kitchen,Apex,1,452.4,0.1,441.98,Debit Card,Returned,Los Angeles,United States,SELL01643
ORD0009923,2022-12-10,CUST004320,Mohit Mehta,P00038,External HDD 2TB,Sports & Outdoors,ReadMore,4,9.79,0.1,41.83,Credit Card,Shipped,San Antonio,United States,SELL00820
ORD0041205,2022-02-13,CUST017439,Priya Mehta,P00043,HDMI Cable 2m,Sports & Outdoors,CoreTech,3,110.59,0.0,359.01,Net Banking,Shipped,San Francisco,United States,SELL01152
ORD0063979,2022-05-15,CUST000866,Sunita Singh,P00016,Air Fryer,Clothing,CoreTech,1,425.38,0.0,471.6,Net Banking,Delivered,Seattle,United Kingdom,SELL01969
ORD0014965,2021-05-14,CUST010101,Vikas Gupta,P00031,Kids Toy Car,Home & Kitchen,FitLife,4,379.65,0.0,1607.85,UPI,Cancelled,Columbus,United States,SELL01381
ORD0018593,2024-08-19,CUST035815,Aarav Gupta,P00038,External HDD 2TB,Toys & Games,FitLife,4,411.56,0.1,1757.85,Credit Card,Delivered,Fort Worth,United States,SELL00283
ORD0077616,2020-12-16,CUST041109,Sahil Reddy,P00002,Bluetooth Speaker,Clothing,CoreTech,2,452.72,0.0,957.44,Debit Card,Shipped,Charlotte,United States,SELL01198
ORD0059951,2024-09-19,CUST048508,Karan Kumar,P00023,Cookware Set,Home & Kitchen,NexPro,1,117.37,0.05,130.78,Credit Card,Delivered,Denver,United States,SELL00142
ORD0037027,2021-09-20,CUST015082,Simran Gupta,P00025,Running Shoes,Toys & Games,NexPro,1,10.39,0.2,10.91,UPI,Delivered,Jacksonville,United States,SELL00142
ORD0062880,2020-03-20,CUST043676,Pooja Singh,P00014,Drone Mini,Books,NexPro,4,349.08,0.0,1476.69,Net Banking,Delivered,Washington,India,SELL01746
ORD0067293,2022-12-22,CUST039291,Vikas Kumar,P00035,Desk Plant,Toys & Games,Zenith,5,493.65,0.2,2086.38,Amazon Pay,Delivered,Los Angeles,United States,SELL01615
ORD0039983,2021-07-03,CUST039487,Arjun Patel,P00048,Wireless Charger,Toys & Games,NexPro,4,179.74,0.0,854.36,Amazon Pay,Delivered,Charlotte,United States,SELL01778
ORD0054447,2023-03-31,CUST013257,Aditya Sharma,P00024,Yoga Mat,Toys & Games,ReadMore,4,565.8,0.3,1590.92,Cash on Delivery,Returned,Denver,India,SELL01197
ORD0078747,2021-07-06,CUST001770,Vikas Reddy,P00033,Puzzle 1000pc,Toys & Games,ReadMore,5,78.44,0.05,413.52,Credit Card,Delivered,Phoenix,United States,SELL00062
ORD0048476,2020-04-13,CUST012276,Vihaan Singh,P00007,Mechanical Keyboard,Electronics,CoreTech,4,580.82,0.0,2745.78,Debit Card,Delivered,Jacksonville,United States,SELL01695
ORD0054410,2022-07-02,CUST010723,Vikas Patel,P00016,Air Fryer,Sports & Outdoors,UrbanStyle,4,406.36,0.0,1829.89,Amazon Pay,Delivered,San Antonio,India,SELL01790
ORD0058904,2020-11-03,CUST012465,Aman Reddy,P00016,Air Fryer,Home & Kitchen,NexPro,3,392.35,0.0,1273.81,Credit Card,Pending,San Jose,United States,SELL00462
ORD0050805,2020-11-17,CUST021479,Priya Gupta,P00006,Gaming Mouse,Sports & Outdoors,HomeEase,2,593.76,0.1,1136.78,Amazon Pay,Pending,Chicago,United States,SELL01832
ORD0014305,2022-05-05,CUST016918,Vihaan Gupta,P00012,Noise Cancelling Headphones,Sports & Outdoors,NexPro,3,588.17,0.05,1774.81,Amazon Pay,Shipped,San Diego,India,SELL00964
ORD0053624,2021-10-22,CUST009614,Karan Kumar,P00024,Yoga Mat,Electronics,Apex,3,470.9,0.05,1454.79,Debit Card,Delivered,San Francisco,India,SELL00931
ORD0037638,2023-03-26,CUST012784,Vivaan Joshi,P00047,Memory Card 128GB,Sports & Outdoors,NexPro,1,479.88,0.15,450.23,Amazon Pay,Delivered,Los Angeles,United States,SELL00481
ORD0038658,2022-04-25,CUST040944,Vikas Verma,P00049,Children's Book,Electronics,Apex,5,582.89,0.15,2780.17,Credit Card,Delivered,Dallas,United States,SELL01425
ORD0060256,2023-12-03,CUST030620,Arjun Sharma,P00016,Air Fryer,Home & Kitchen,NexPro,3,99.59,0.1,292.41,Net Banking,Shipped,Seattle,United States,SELL00539
ORD0002531,2023-05-14,CUST010177,Aman Gupta,P00016,Air Fryer,Clothing,HomeEase,5,500.28,0.25,2107.16,Amazon Pay,Delivered,New York,United States,SELL01939
ORD0021256,2023-09-10,CUST029256,Vivaan Verma,P00016,Air Fryer,Toys & Games,Apex,1,340.23,0.1,343.31,Credit Card,Delivered,Phoenix,Canada,SELL01340
ORD0088493,2023-10-25,CUST008399,Aman Kumar,P00015,Instant Pot,Books,NexPro,4,28.01,0.1,126.21,Net Banking,Delivered,Dallas,United States,SELL01251
ORD0047721,2021-04-12,CUST012298,Mohit Verma,P00005,Laptop Sleeve,Home & Kitchen,HomeEase,5,257.83,0.0,1451.73,UPI,Delivered,Fort Worth,United States,SELL01502
ORD0051763,2021-06-01,CUST049617,Sneha Reddy,P00043,HDMI Cable 2m,Clothing,CoreTech,4,525.63,0.0,2218.35,Credit Card,Delivered,Austin,India,SELL00725
ORD0054409,2022-12-10,CUST048236,Aman Kapoor,P00014,Drone Mini,Toys & Games,NexPro,1,86.6,0.0,108.67,Debit Card,Delivered,San Francisco,United Kingdom,SELL00336
ORD0054133,2023-07-06,CUST042831,Aman Kapoor,P00047,Memory Card 128GB,Toys & Games,ReadMore,1,442.93,0.0,478.65,UPI,Delivered,Phoenix,United States,SELL01285
ORD0025160,2022-10-10,CUST012490,Sahil Sharma,P00024,Yoga Mat,Books,Apex,4,187.59,0.25,644.76,Credit Card,Returned,Jacksonville,Canada,SELL00324
ORD0032675,2021-02-01,CUST038920,Vihaan Mehta,P00004,USB-C Charger,Home & Kitchen,NexPro,4,188.83,0.0,852.25,Cash on Delivery,Shipped,Fort Worth,India,SELL00678
ORD0061824,2024-04-21,CUST003457,Sahil Singh,P00006,Gaming Mouse,Toys & Games,HomeEase,4,117.14,0.15,436.68,Amazon Pay,Shipped,Fort Worth,India,SELL01604
ORD0054691,2024-10-16,CUST034665,Vikas Joshi,P00020,Office Chair,Toys & Games,HomeEase,4,572.12,0.0,2297.65,Net Banking,Shipped,Washington,United States,SELL01920
ORD0004196,2020-09-24,CUST048265,Mohit Verma,P00044,Power Bank 20000mAh,Electronics,Zenith,4,90.51,0.0,365.41,Debit Card,Delivered,New York,India,SELL00644
ORD0052526,2024-03-20,CUST000655,Aman Singh,P00036,Smart Light Bulb,Toys & Games,CoreTech,3,103.65,0.05,333.11,Credit Card,Delivered,Seattle,United States,SELL00579
ORD0015845,2020-07-14,CUST038486,Rohit Reddy,P00046,Car Charger,Clothing,CoreTech,2,243.8,0.0,512.32,UPI,Delivered,Fort Worth,India,SELL00797
ORD0012054,2022-11-17,CUST016352,Sunita Sharma,P00009,Portable SSD 1TB,Electronics,UrbanStyle,4,559.92,0.05,2243.57,Amazon Pay,Delivered,Jacksonville,United States,SELL00199
ORD0036910,2024-02-02,CUST011878,Arjun Verma,P00001,Wireless Earbuds,Electronics,Apex,2,522.56,0.15,890.38,Amazon Pay,Delivered,Jacksonville,United States,SELL01861
ORD0013133,2022-06-30,CUST018781,Priya Sharma,P00049,Children's Book,Toys & Games,HomeEase,2,327.82,0.05,738.37,Debit Card,Delivered,Denver,United States,SELL01362
ORD0008933,2021-09-25,CUST045385,Vihaan Sharma,P00030,Dress Shirt,Toys & Games,FitLife,2,547.48,0.15,941.31,Debit Card,Delivered,Washington,India,SELL00085
ORD0068535,2023-07-08,CUST035330,Sneha Mehta,P00039,Graphic Tablet,Sports & Outdoors,ReadMore,3,85.48,0.15,230.83,Cash on Delivery,Delivered,Austin,India,SELL00837
ORD0070099,2021-10-07,CUST003062,Ritika Kumar,P00001,Wireless Earbuds,Toys & Games,BrightLux,3,443.45,0.2,1149.97,Credit Card,Delivered,Jacksonville,Canada,SELL01387
ORD0012326,2023-01-04,CUST032567,Karan Sharma,P00037,Router,Clothing,FitLife,1,267.89,0.05,275.64,Credit Card,Delivered,San Antonio,United States,SELL00355
ORD0010430,2021-01-01,CUST033297,Aarav Verma,P00001,Wireless Earbuds,Books,Zenith,1,147.72,0.0,162.05,Credit Card,Shipped,Los Angeles,India,SELL00255
ORD0022820,2022-10-04,CUST039757,Neha Reddy,P00006,Gaming Mouse,Books,HomeEase,1,579.78,0.0,612.34,UPI,Delivered,Charlotte,United States,SELL01770
ORD0038951,2024-02-19,CUST049628,Vivaan Mehta,P00008,4K Monitor,Books,ReadMore,2,63.03,0.0,133.99,Credit Card,Delivered,Columbus,United States,SELL00205
ORD0043546,2023-11-05,CUST010819,Kabir Reddy,P00013,Action Camera,Toys & Games,HomeEase,1,316.57,0.15,294.92,Amazon Pay,Delivered,San Jose,United States,SELL01627
ORD0017371,2023-06-22,CUST007720,Simran Sharma,P00019,LED Desk Lamp,Home & Kitchen,NexPro,1,199.06,0.1,197.39,Credit Card,Delivered,Seattle,United States,SELL00361
ORD0019804,2022-04-04,CUST023578,Rohit Patel,P00008,4K Monitor,Home & Kitchen,Apex,1,501.18,0.0,552.63,Debit Card,Cancelled,Charlotte,United States,SELL00347
ORD0061238,2020-09-20,CUST049071,Arjun Gupta,P00020,Office Chair,Electronics,KiddoFun,1,219.03,0.2,193.64,Credit Card,Delivered,Phoenix,United States,SELL00751
ORD0017948,2022-11-09,CUST016818,Vivaan Patel,P00011,Fitness Band,Toys & Games,KiddoFun,3,588.33,0.0,1979.39,Credit Card,Shipped,San Diego,United States,SELL01370
ORD0013656,2020-09-22,CUST026988,Aarav Patel,P00025,Running Shoes,Electronics,ReadMore,1,294.61,0.15,286.47,Debit Card,Returned,San Jose,United States,SELL00887
ORD0010593,2023-11-17,CUST048779,Aditya Patel,P00032,Board Game,Home & Kitchen,KiddoFun,3,114.51,0.0,363.73,Cash on Delivery,Delivered,Fort Worth,India,SELL01442
ORD0029268,2024-09-19,CUST001559,Arjun Singh,P00016,Air Fryer,Electronics,NexPro,4,108.8,0.3,327.1,UPI,Delivered,New York,United States,SELL00067
ORD0065394,2021-05-13,CUST031426,Sneha Mehta,P00016,Air Fryer,Sports & Outdoors,BrightLux,3,112.21,0.1,328.41,Debit Card,Delivered,Charlotte,United States,SELL00660
ORD0025871,2022-03-08,CUST030582,Kabir Kumar,P00005,Laptop Sleeve,Clothing,Apex,3,427.91,0.05,1450.48,Credit Card,Delivered,San Antonio,United States,SELL01387
ORD0015404,2020-10-19,CUST024466,Anjali Verma,P00007,Mechanical Keyboard,Toys & Games,Apex,2,215.64,0.05,414.96,Amazon Pay,Delivered,Chicago,Canada,SELL00071
ORD0096450,2021-11-22,CUST013835,Priya Kapoor,P00025,Running Shoes,Electronics,KiddoFun,1,94.78,0.2,98.02,Amazon Pay,Delivered,Indianapolis,United States,SELL00238
ORD0096854,2023-08-30,CUST017576,Sunita Mehta,P00037,Router,Books,UrbanStyle,2,543.07,0.0,1148.42,Debit Card,Delivered,Columbus,United States,SELL01855
ORD0029041,2020-04-03,CUST018313,Aman Kapoor,P00013,Action Camera,Toys & Games,BrightLux,2,412.46,0.0,924.5,Net Banking,Delivered,New York,United States,SELL00258
ORD0020292,2024-02-16,CUST037120,Aditya Gupta,P00034,Desk Organizer,Toys & Games,ReadMore,5,448.71,0.0,2435.85,Credit Card,Shipped,Dallas,India,SELL00899
ORD0001880,2024-06-19,CUST027064,Vihaan Patel,P00029,T-Shirt,Electronics,FitLife,3,303.32,0.25,690.23,Cash on Delivery,Shipped,San Antonio,United States,SELL00344
ORD0029189,2020-08-31,CUST000619,Aditya Reddy,P00049,Children's Book,Electronics,FitLife,3,559.13,0.25,1321.01,Debit Card,Delivered,Los Angeles,United States,SELL00464
ORD0057676,2023-06-27,CUST038235,Kabir Kumar,P00003,Smartphone Case,Toys & Games,KiddoFun,4,65.79,0.05,273.99,Debit Card,Delivered,San Antonio,United States,SELL00948
ORD0061627,2024-04-28,CUST030934,Sneha Patel,P00043,HDMI Cable 2m,Sports & Outdoors,ReadMore,5,581.01,0.0,3439.11,Credit Card,Shipped,Washington,United Kingdom,SELL00536
ORD0083963,2022-08-15,CUST017355,Mohit Joshi,P00015,Instant Pot,Sports & Outdoors,ReadMore,3,56.55,0.0,172.44,Credit Card,Delivered,Philadelphia,United States,SELL00978
ORD0058323,2020-06-09,CUST034222,Pooja Joshi,P00039,Graphic Tablet,Clothing,ReadMore,1,547.01,0.0,559.71,Credit Card,Delivered,Charlotte,United States,SELL01781
ORD0089800,2024-03-25,CUST031819,Arjun Singh,P00004,USB-C Charger,Home & Kitchen,Apex,1,578.81,0.0,632.13,Debit Card,Shipped,Los Angeles,India,SELL00446
ORD0032057,2020-06-30,CUST000164,Ritika Reddy,P00025,Running Shoes,Books,KiddoFun,2,10.8,0.0,29.23,Debit Card,Delivered,Houston,United States,SELL01055
ORD0052661,2022-01-06,CUST010872,Sahil Kapoor,P00030,Dress Shirt,Toys & Games,CoreTech,3,204.39,0.0,670.32,Credit Card,Delivered,Seattle,United States,SELL00257
ORD0072885,2023-02-25,CUST000498,Rohit Kumar,P00001,Wireless Earbuds,Clothing,CoreTech,5,188.09,0.1,961.39,Amazon Pay,Delivered,Columbus,United States,SELL01446
ORD0096478,2021-05-18,CUST046759,Sneha Singh,P00011,Fitness Band,Electronics,CoreTech,3,268.53,0.1,788.8,Credit Card,Delivered,Chicago,Australia,SELL00155
ORD0091000,2020-09-21,CUST036912,Karan Joshi,P00026,Sunglasses,Home & Kitchen,ReadMore,2,588.63,0.2,944.32,Cash on Delivery,Delivered,Phoenix,United States,SELL00196
ORD0054357,2021-05-20,CUST024816,Karan Verma,P00012,Noise Cancelling Headphones,Home & Kitchen,ReadMore,3,265.39,0.1,807.14,UPI,Returned,New York,United States,SELL00240
ORD0026622,2022-06-06,CUST017156,Vivaan Mehta,P00011,Fitness Band,Home & Kitchen,KiddoFun,2,69.63,0.0,160.44,Debit Card,Pending,New York,United States,SELL01448
ORD0048463,2021-05-28,CUST017229,Sunita Verma,P00010,Smartwatch,Sports & Outdoors,BrightLux,2,365.8,0.1,701.64,Debit Card,Delivered,San Antonio,Australia,SELL01880
ORD0074759,2023-03-23,CUST010697,Ritika Kapoor,P00024,Yoga Mat,Electronics,FitLife,2,227.49,0.1,491.56,Credit Card,Delivered,San Francisco,India,SELL01129
ORD0037428,2022-06-29,CUST001616,Sunita Singh,P00032,Board Game,Books,HomeEase,1,360.46,0.1,392.47,Credit Card,Delivered,Philadelphia,India,SELL01491
ORD0092358,2020-05-12,CUST025209,Vihaan Verma,P00026,Sunglasses,Sports & Outdoors,UrbanStyle,3,492.57,0.0,1553.68,Credit Card,Delivered,Philadelphia,United States,SELL01542
ORD0047556,2024-08-28,CUST017856,Karan Kapoor,P00021,Backpack,Sports & Outdoors,BrightLux,3,248.21,0.05,772.72,Credit Card,Delivered,San Jose,United States,SELL00460
ORD0083515,2022-03-30,CUST020933,Pooja Mehta,P00001,Wireless Earbuds,Clothing,NexPro,1,179.41,0.1,172.31,UPI,Delivered,Columbus,Australia,SELL00913
ORD0050506,2022-07-15,CUST048005,Sneha Joshi,P00050,Novel Bestseller,Clothing,KiddoFun,3,304.15,0.1,929.04,Cash on Delivery,Delivered,San Antonio,United States,SELL01625
ORD0007539,2024-01-30,CUST048518,Sahil Singh,P00003,Smartphone Case,Home & Kitchen,ReadMore,5,179.34,0.1,886.46,Credit Card,Delivered,New York,United States,SELL00654
ORD0057016,2021-10-01,CUST047555,Vihaan Reddy,P00038,External HDD 2TB,Clothing,HomeEase,5,438.2,0.3,1822.13,Net Banking,Delivered,Indianapolis,United States,SELL01432
ORD0068522,2022-03-02,CUST005114,Sneha Verma,P00045,Phone Tripod,Toys & Games,KiddoFun,1,397.8,0.1,396.72,UPI,Delivered,Phoenix,United States,SELL00858
ORD0047315,2020-04-25,CUST012824,Neha Singh,P00041,Webcam Full HD,Books,Apex,2,528.51,0.2,897.64,Credit Card,Delivered,Denver,United States,SELL00144
ORD0032006,2023-10-18,CUST009713,Kabir Joshi,P00044,Power Bank 20000mAh,Toys & Games,UrbanStyle,1,567.43,0.05,595.51,Net Banking,Returned,Philadelphia,Australia,SELL00662
ORD0048684,2022-03-11,CUST038604,Vihaan Mehta,P00033,Puzzle 1000pc,Home & Kitchen,NexPro,4,246.06,0.0,1035.65,UPI,Pending,San Francisco,United States,SELL01214
ORD0028741,2021-09-24,CUST036628,Sahil Kapoor,P00006,Gaming Mouse,Clothing,HomeEase,4,116.24,0.25,366.96,Debit Card,Delivered,Washington,United States,SELL01832
ORD0074458,2024-04-24,CUST027327,Vikas Verma,P00018,Vacuum Cleaner,Home & Kitchen,BrightLux,1,160.69,0.0,177.89,Credit Card,Delivered,Denver,Canada,SELL00264
ORD0098127,2022-07-16,CUST004542,Anjali Verma,P00011,Fitness Band,Toys & Games,Zenith,1,66.31,0.05,68.93,Cash on Delivery,Delivered,Jacksonville,United States,SELL00043
ORD0059648,2022-01-12,CUST031812,Neha Singh,P00028,Jeans,Clothing,Apex,3,386.36,0.0,1252.22,Amazon Pay,Delivered,Austin,United States,SELL01183
ORD0034715,2023-10-10,CUST012152,Simran Sharma,P00012,Noise Cancelling Headphones,Toys & Games,FitLife,4,147.15,0.2,518.22,Credit Card,Delivered,Charlotte,India,SELL00733
ORD0076438,2024-04-12,CUST026336,Priya Gupta,P00002,Bluetooth Speaker,Sports & Outdoors,Zenith,3,60.66,0.05,196.24,Debit Card,Delivered,San Diego,India,SELL01934
ORD0094548,2024-11-02,CUST003497,Vikas Kumar,P00022,Water Bottle,Toys & Games,CoreTech,4,76.02,0.05,337.41,Credit Card,Shipped,San Jose,United States,SELL00177
ORD0099003,2020-02-07,CUST043160,Vihaan Verma,P00028,Jeans,Toys & Games,UrbanStyle,1,449.67,0.0,508.84,Amazon Pay,Delivered,Denver,United States,SELL00986
ORD0046634,2022-04-05,CUST020276,Vivaan Singh,P00030,Dress Shirt,Books,KiddoFun,4,94.93,0.3,280.83,Cash on Delivery,Delivered,San Jose,United States,SELL00065
ORD0084956,2024-10-09,CUST038895,Kabir Patel,P00008,4K Monitor,Clothing,Zenith,4,206.68,0.15,739.86,UPI,Delivered,Dallas,India,SELL00627
ORD0074834,2020-01-04,CUST020244,Mohit Kapoor,P00018,Vacuum Cleaner,Toys & Games,HomeEase,2,564.03,0.0,1339.21,UPI,Shipped,San Diego,United States,SELL00112
ORD0090899,2021-09-30,CUST016713,Aman Verma,P00013,Action Camera,Sports & Outdoors,KiddoFun,3,372.04,0.0,1262.37,UPI,Delivered,Denver,United States,SELL01191
ORD0052378,2023-09-28,CUST023049,Anjali Sharma,P00013,Action Camera,Books,UrbanStyle,3,174.31,0.25,415.82,Debit Card,Delivered,Seattle,United States,SELL00987
ORD0093243,2024-09-03,CUST049226,Vivaan Verma,P00004,USB-C Charger,Clothing,CoreTech,2,271.21,0.05,552.06,UPI,Cancelled,San Diego,Canada,SELL00179
ORD0047100,2023-10-05,CUST041857,Neha Kumar,P00037,Router,Sports & Outdoors,HomeEase,4,43.17,0.25,147.64,Credit Card,Delivered,Indianapolis,Australia,SELL00589
ORD0038754,2022-07-03,CUST043094,Rohit Kapoor,P00041,Webcam Full HD,Sports & Outdoors,Zenith,2,452.02,0.3,697.32,Net Banking,Delivered,Seattle,United States,SELL00156
ORD0005223,2023-04-29,CUST016157,Ritika Singh,P00024,Yoga Mat,Sports & Outdoors,ReadMore,3,437.7,0.2,1140.48,Amazon Pay,Delivered,Fort Worth,United States,SELL00772
ORD0094199,2023-01-24,CUST018426,Sunita Mehta,P00018,Vacuum Cleaner,Toys & Games,BrightLux,3,339.83,0.05,1149.35,Cash on Delivery,Delivered,Austin,United States,SELL00005
ORD0005712,2021-04-29,CUST033954,Vihaan Joshi,P00009,Portable SSD 1TB,Home & Kitchen,Zenith,1,501.77,0.05,534.29,Amazon Pay,Delivered,Chicago,United States,SELL01689
ORD0050652,2024-09-10,CUST040829,Anjali Kapoor,P00033,Puzzle 1000pc,Sports & Outdoors,CoreTech,4,459.93,0.05,2062.44,Amazon Pay,Delivered,Indianapolis,United States,SELL00434
ORD0076659,2021-07-27,CUST048509,Arjun Sharma,P00003,Smartphone Case,Toys & Games,BrightLux,2,568.37,0.0,1275.26,Credit Card,Delivered,Dallas,United States,SELL00071
ORD0011584,2021-10-14,CUST039952,Neha Gupta,P00015,Instant Pot,Toys & Games,FitLife,2,216.06,0.15,389.63,Cash on Delivery,Delivered,San Jose,United States,SELL00298
ORD0097266,2020-02-16,CUST002143,Aman Sharma,P00002,Bluetooth Speaker,Books,HomeEase,4,95.92,0.3,325.02,Net Banking,Delivered,Denver,United States,SELL00326
ORD0095009,2023-09-03,CUST007897,Vivaan Patel,P00043,HDMI Cable 2m,Electronics,Apex,1,230.82,0.05,231.96,Cash on Delivery,Delivered,Columbus,United States,SELL01037
ORD0000986,2020-04-27,CUST035716,Mohit Patel,P00006,Gaming Mouse,Home & Kitchen,FitLife,5,94.26,0.05,459.22,Credit Card,Shipped,Columbus,United States,SELL00162
ORD0059150,2022-03-24,CUST027950,Rohit Kumar,P00004,USB-C Charger,Books,UrbanStyle,5,435.5,0.3,1603.3,Debit Card,Delivered,Indianapolis,India,SELL00513
ORD0035929,2024-07-08,CUST024873,Vikas Singh,P00004,USB-C Charger,Books,BrightLux,4,532.73,0.3,1623.76,Credit Card,Cancelled,Charlotte,United States,SELL00523
ORD0005620,2022-04-02,CUST014366,Aditya Joshi,P00008,4K Monitor,Books,Zenith,5,322.31,0.05,1661.12,Cash on Delivery,Delivered,San Jose,United States,SELL01184
ORD0018913,2020-02-06,CUST013695,Aman Singh,P00030,Dress Shirt,Sports & Outdoors,Zenith,5,561.89,0.1,2666.76,Credit Card,Delivered,San Jose,United States,SELL00958
ORD0012299,2023-07-23,CUST001105,Vihaan Kumar,P00044,Power Bank 20000mAh,Sports & Outdoors,UrbanStyle,3,464.59,0.0,1510.6,Credit Card,Delivered,Los Angeles,Canada,SELL01730
ORD0058509,2021-08-09,CUST019658,Vivaan Joshi,P00005,Laptop Sleeve,Clothing,FitLife,1,22.21,0.2,22.72,Credit Card,Delivered,San Antonio,United States,SELL01047
ORD0023608,2024-11-29,CUST049002,Arjun Gupta,P00009,Portable SSD 1TB,Toys & Games,CoreTech,3,398.74,0.1,1207.44,UPI,Shipped,Fort Worth,United States,SELL01172
